nombre_barrio_vulnerable	fecha_mes	rango_etario	sexo	posible_extranjero	fallecido	cantidad
Barrio Mitre	2021-02-01	20_a_49	masculino	si	no	1
Barrio Mitre	2021-02-01	50_a_64	masculino	no	no	1
Barrio Mitre	2021-02-01	65_y_mas	masculino	no	no	2
Barrio Mitre	2021-03-01	hasta_19	femenino	no	no	1
Barrio Mitre	2021-03-01	hasta_19	masculino	no	no	1
Barrio Mitre	2021-03-01	20_a_49	femenino	no	no	5
Barrio Mitre	2021-03-01	20_a_49	masculino	no	no	6
Barrio Mitre	2021-03-01	50_a_64	femenino	no	no	2
Barrio Mitre	2021-03-01	50_a_64	masculino	no	no	1
Barrio Mitre	2021-03-01	50_a_64	masculino	si	no	1
Barrio Mitre	2021-04-01	hasta_19	femenino	no	no	1
Barrio Mitre	2021-04-01	hasta_19	masculino	no	no	1
Barrio Mitre	2021-04-01	20_a_49	femenino	no	no	13
Barrio Mitre	2021-04-01	20_a_49	femenino	si	no	1
Barrio Mitre	2021-04-01	20_a_49	masculino	no	no	12
Barrio Mitre	2021-04-01	20_a_49	masculino	si	no	3
Barrio Mitre	2021-04-01	50_a_64	femenino	no	no	4
Barrio Mitre	2021-04-01	50_a_64	femenino	si	no	1
Barrio Mitre	2021-04-01	50_a_64	masculino	no	no	3
Barrio Mitre	2021-04-01	50_a_64	masculino	si	no	2
Barrio Mitre	2021-04-01	65_y_mas	femenino	no	no	4
Barrio Mitre	2021-04-01	65_y_mas	femenino	si	no	1
Barrio Mitre	2021-05-01	hasta_19	femenino	no	no	9
Barrio Mitre	2021-05-01	hasta_19	masculino	no	no	13
Barrio Mitre	2021-05-01	20_a_49	femenino	no	no	15
Barrio Mitre	2021-05-01	20_a_49	femenino	si	no	6
Barrio Mitre	2021-05-01	20_a_49	masculino	no	no	19
Barrio Mitre	2021-05-01	20_a_49	masculino	si	no	4
Barrio Mitre	2021-05-01	50_a_64	femenino	no	no	8
Barrio Mitre	2021-05-01	50_a_64	femenino	si	no	2
Barrio Mitre	2021-05-01	50_a_64	masculino	no	no	5
Barrio Mitre	2021-05-01	50_a_64	masculino	si	no	2
Barrio Mitre	2021-05-01	65_y_mas	femenino	no	no	3
Barrio Mitre	2021-05-01	65_y_mas	femenino	si	no	2
Barrio Mitre	2021-05-01	65_y_mas	masculino	no	no	7
Barrio Mitre	2021-06-01	hasta_19	femenino	no	no	3
Barrio Mitre	2021-06-01	hasta_19	femenino	si	no	1
Barrio Mitre	2021-06-01	hasta_19	masculino	no	no	2
Barrio Mitre	2021-06-01	hasta_19	masculino	si	no	1
Barrio Mitre	2021-06-01	20_a_49	femenino	no	no	17
Barrio Mitre	2021-06-01	20_a_49	femenino	si	no	2
Barrio Mitre	2021-06-01	20_a_49	masculino	no	no	13
Barrio Mitre	2021-06-01	20_a_49	masculino	si	no	2
Barrio Mitre	2021-06-01	50_a_64	femenino	no	no	3
Barrio Mitre	2021-06-01	50_a_64	masculino	no	no	3
Barrio Mitre	2021-06-01	50_a_64	masculino	si	no	1
Barrio Mitre	2021-06-01	65_y_mas	femenino	no	no	3
Barrio Mitre	2021-06-01	65_y_mas	masculino	no	no	1
Barrio Mitre	2021-07-01	hasta_19	masculino	no	no	1
Barrio Mitre	2021-07-01	20_a_49	femenino	no	no	6
Barrio Mitre	2021-07-01	20_a_49	femenino	si	no	1
Barrio Mitre	2021-07-01	20_a_49	masculino	no	no	1
Barrio Mitre	2021-07-01	50_a_64	femenino	no	no	1
Barrio Mitre	2021-07-01	50_a_64	masculino	no	no	1
Barrio Mitre	2021-07-01	65_y_mas	masculino	no	no	1
Barrio Mitre	2021-08-01	hasta_19	femenino	no	no	1
Barrio Mitre	2021-08-01	hasta_19	masculino	no	no	3
Barrio Mitre	2021-08-01	20_a_49	femenino	no	no	1
Barrio Mitre	2021-08-01	20_a_49	masculino	no	no	2
Barrio Mitre	2021-08-01	50_a_64	femenino	no	no	1
Barrio Mitre	2021-08-01	50_a_64	masculino	no	no	1
Barrio Mitre	2021-10-01	hasta_19	femenino	no	no	1
Barrio Mitre	2021-11-01	20_a_49	femenino	si	no	1
Barrio Mitre	2021-12-01	hasta_19	masculino	no	no	3
Barrio Mitre	2021-12-01	20_a_49	femenino	no	no	4
Barrio Mitre	2021-12-01	20_a_49	masculino	no	no	4
Barrio Mitre	2021-12-01	65_y_mas	femenino	si	no	1
Barrio Mitre	2021-12-01	65_y_mas	masculino	no	no	1
Barrio Mitre	2022-01-01	hasta_19	femenino	no	no	13
Barrio Mitre	2022-01-01	hasta_19	femenino	si	no	1
Barrio Mitre	2022-01-01	hasta_19	masculino	no	no	10
Barrio Mitre	2022-01-01	20_a_49	femenino	no	no	44
Barrio Mitre	2022-01-01	20_a_49	femenino	si	no	5
Barrio Mitre	2022-01-01	20_a_49	masculino	no	no	40
Barrio Mitre	2022-01-01	20_a_49	masculino	si	no	4
Barrio Mitre	2022-01-01	50_a_64	femenino	no	no	10
Barrio Mitre	2022-01-01	50_a_64	femenino	si	no	2
Barrio Mitre	2022-01-01	50_a_64	masculino	no	no	9
Barrio Mitre	2022-01-01	65_y_mas	femenino	no	no	10
Barrio Mitre	2022-01-01	65_y_mas	masculino	no	no	5
Barrio Mitre	2022-01-01	65_y_mas	masculino	si	no	2
Barrio Mitre	2022-02-01	hasta_19	femenino	no	no	1
Barrio Mitre	2022-02-01	hasta_19	masculino	no	no	4
Barrio Mitre	2022-02-01	20_a_49	masculino	no	no	3
Barrio Mitre	2022-02-01	50_a_64	femenino	no	no	1
Barrio Mitre	2022-02-01	65_y_mas	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	hasta_19	femenino	no	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	hasta_19	femenino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	hasta_19	masculino	no	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	hasta_19	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	20_a_49	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	20_a_49	femenino	si	no	26
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	20_a_49	masculino	si	no	21
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	50_a_64	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	65_y_mas	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-04-01	65_y_mas	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	hasta_19	femenino	no	no	97
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	hasta_19	femenino	si	no	47
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	hasta_19	masculino	no	no	109
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	hasta_19	masculino	si	no	36
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	20_a_49	femenino	no	no	77
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	20_a_49	femenino	si	no	240
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	20_a_49	masculino	no	no	70
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	20_a_49	masculino	si	no	199
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	50_a_64	femenino	no	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	50_a_64	femenino	si	no	35
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	50_a_64	masculino	no	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	50_a_64	masculino	si	no	28
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	65_y_mas	femenino	si	no	12
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	65_y_mas	masculino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	65_y_mas	masculino	si	no	11
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-05-01	sin_dato	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	hasta_19	femenino	no	no	14
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	hasta_19	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	hasta_19	masculino	no	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	hasta_19	masculino	si	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	20_a_49	femenino	no	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	20_a_49	femenino	si	no	36
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	20_a_49	masculino	no	no	16
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	20_a_49	masculino	si	no	27
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	50_a_64	femenino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	50_a_64	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	50_a_64	masculino	no	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	50_a_64	masculino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	65_y_mas	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	65_y_mas	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	65_y_mas	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-06-01	65_y_mas	masculino	si	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	hasta_19	femenino	no	no	12
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	hasta_19	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	hasta_19	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	20_a_49	femenino	no	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	20_a_49	femenino	si	no	20
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	20_a_49	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	20_a_49	masculino	si	no	15
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	50_a_64	femenino	si	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	50_a_64	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	50_a_64	masculino	si	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-07-01	65_y_mas	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	hasta_19	femenino	no	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	hasta_19	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	hasta_19	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	20_a_49	femenino	si	no	13
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	20_a_49	masculino	no	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	20_a_49	masculino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	65_y_mas	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-08-01	65_y_mas	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	hasta_19	femenino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	20_a_49	femenino	no	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	20_a_49	femenino	si	no	13
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	20_a_49	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	20_a_49	masculino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	50_a_64	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	50_a_64	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-09-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	hasta_19	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	hasta_19	masculino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	20_a_49	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	20_a_49	femenino	si	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	20_a_49	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	20_a_49	masculino	si	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	50_a_64	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	50_a_64	femenino	si	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-10-01	65_y_mas	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	20_a_49	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	20_a_49	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	20_a_49	masculino	si	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	50_a_64	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-11-01	65_y_mas	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	hasta_19	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	20_a_49	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	20_a_49	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	20_a_49	masculino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2020-12-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	20_a_49	femenino	si	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	20_a_49	masculino	si	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	65_y_mas	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-01-01	65_y_mas	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	20_a_49	femenino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	20_a_49	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	20_a_49	masculino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-02-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	hasta_19	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	hasta_19	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	20_a_49	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	20_a_49	femenino	si	no	8
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	20_a_49	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	20_a_49	masculino	si	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	50_a_64	femenino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-03-01	65_y_mas	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	hasta_19	femenino	no	no	15
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	hasta_19	femenino	si	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	hasta_19	masculino	no	no	21
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	hasta_19	masculino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	20_a_49	femenino	no	no	16
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	20_a_49	femenino	si	no	50
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	20_a_49	masculino	no	no	13
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	20_a_49	masculino	si	no	43
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	50_a_64	femenino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	50_a_64	femenino	si	no	17
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	50_a_64	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	50_a_64	masculino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	65_y_mas	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	65_y_mas	masculino	si	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-04-01	sin_dato	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	hasta_19	femenino	no	no	21
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	hasta_19	femenino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	hasta_19	masculino	no	no	14
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	hasta_19	masculino	si	no	9
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	20_a_49	femenino	no	no	24
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	20_a_49	femenino	si	no	88
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	20_a_49	masculino	no	no	18
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	20_a_49	masculino	si	no	60
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	50_a_64	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	50_a_64	femenino	si	no	11
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	50_a_64	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	50_a_64	masculino	si	no	13
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	65_y_mas	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-05-01	65_y_mas	masculino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	hasta_19	femenino	no	no	13
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	hasta_19	femenino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	hasta_19	masculino	no	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	hasta_19	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	20_a_49	femenino	no	no	11
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	20_a_49	femenino	si	no	38
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	20_a_49	masculino	no	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	20_a_49	masculino	si	no	17
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	50_a_64	femenino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	50_a_64	masculino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	50_a_64	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-06-01	65_y_mas	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	20_a_49	femenino	no	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	20_a_49	femenino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	20_a_49	masculino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	20_a_49	masculino	si	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	50_a_64	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	50_a_64	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-07-01	50_a_64	masculino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	hasta_19	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	20_a_49	femenino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	20_a_49	femenino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	20_a_49	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	20_a_49	masculino	si	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	50_a_64	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-08-01	65_y_mas	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-10-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-10-01	20_a_49	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-11-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-11-01	20_a_49	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-11-01	20_a_49	masculino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	hasta_19	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	hasta_19	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	hasta_19	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	20_a_49	femenino	no	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	20_a_49	femenino	si	no	6
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	20_a_49	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	20_a_49	masculino	si	no	10
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	50_a_64	femenino	si	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	50_a_64	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2021-12-01	65_y_mas	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	hasta_19	femenino	no	no	37
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	hasta_19	femenino	si	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	hasta_19	masculino	no	no	26
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	hasta_19	masculino	si	no	12
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	20_a_49	femenino	no	no	62
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	20_a_49	femenino	si	no	211
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	20_a_49	masculino	no	no	31
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	20_a_49	masculino	si	no	95
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	50_a_64	femenino	no	no	5
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	50_a_64	femenino	si	no	38
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	50_a_64	masculino	no	no	4
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	50_a_64	masculino	si	no	12
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	65_y_mas	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	65_y_mas	femenino	si	no	7
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-01-01	65_y_mas	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	hasta_19	femenino	no	no	2
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	hasta_19	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	hasta_19	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	20_a_49	femenino	no	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	20_a_49	femenino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	20_a_49	masculino	si	no	3
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	50_a_64	masculino	no	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	65_y_mas	femenino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-02-01	65_y_mas	masculino	si	no	1
Barrio Padre Carlos Mugica (Villa 31 bis)	2022-03-01	20_a_49	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	hasta_19	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	hasta_19	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	20_a_49	femenino	no	no	2
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	20_a_49	femenino	si	no	3
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	20_a_49	masculino	no	no	2
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	20_a_49	masculino	si	no	2
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	50_a_64	femenino	no	no	1
Barrio Padre Carlos Mugica (Villa 31)	2020-04-01	50_a_64	femenino	si	no	2
