orderDate,day_of_week,category,name,state,orders,unit_price,total
2022-11-22,2,Classic,Margherita Pizza Extra Large,CA,65,21,1365
2022-01-28,5,Specialty,BBQ Chicken Pizza Large,NV,21,20,420
2022-10-27,4,Classic,Meat Lover's Pizza Medium,NV,31,19,589
2022-02-08,2,Specialty,BBQ Chicken Pizza Small,CA,13,13,169
2022-11-20,0,Specialty,BBQ Chicken Pizza Small,CA,45,13,585
2022-03-25,5,Classic,Hawaiian Pizza Extra Large,CA,162,22,3564
2022-11-30,3,Classic,Margherita Pizza Extra Large,CA,70,21,1470
2022-10-01,6,Specialty,Buffalo Chicken Pizza Large,CA,16,20,320
2022-12-13,2,Specialty,Oxtail Pizza Small,NV,19,13,247
2022-10-02,0,Classic,Pepperoni Pizza Small,CA,91,13,1183
2022-02-23,3,Classic,Meat Lover's Pizza Extra Large,CA,103,25,2575
2022-12-13,2,Classic,Margherita Pizza Large,CA,72,18,1296
2022-12-09,5,Vegetarian,Veggie Pizza Large,NV,14,19,266
2022-09-10,6,Classic,Hawaiian Pizza Extra Large,NV,47,22,1034
2022-10-28,5,Specialty,BBQ Chicken Pizza Large,CA,72,20,1440
2022-09-25,0,Classic,Meat Lover's Pizza Small,CA,180,14,2520
2022-04-17,0,Specialty,BBQ Chicken Pizza Small,CA,14,13,182
2022-03-14,1,Classic,Meat Lover's Pizza Extra Large,NV,28,25,700
2022-06-04,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,18,23,414
2022-11-05,6,Classic,Hawaiian Pizza Small,NV,45,12,540
2022-04-16,6,Vegetarian,Sicilian Pizza Medium,CA,8,17,136
2022-08-15,1,Classic,Margherita Pizza Medium,NV,26,15,390
2022-09-04,0,Classic,Meat Lover's Pizza Large,NV,43,22,946
2022-07-11,1,Vegetarian,Veggie Pizza Large,CA,7,19,133
2022-08-10,3,Specialty,BBQ Chicken Pizza Extra Large,CA,17,23,391
2022-06-25,6,Specialty,Oxtail Pizza Large,CA,45,20,900
2022-06-09,4,Specialty,BBQ Chicken Pizza Large,NV,24,20,480
2022-01-18,2,Specialty,BBQ Chicken Pizza Large,CA,56,20,1120
2022-09-13,2,Specialty,Buffalo Chicken Pizza Extra Large,NV,10,23,230
2022-05-08,0,Specialty,BBQ Chicken Pizza Extra Large,CA,26,23,598
2022-05-20,5,Classic,Pepperoni Pizza Extra Large,NV,35,23,805
2022-06-02,4,Specialty,BBQ Chicken Pizza Small,CA,14,13,182
2022-11-17,4,Classic,Meat Lover's Pizza Medium,NV,35,19,665
2022-05-11,3,Specialty,BBQ Chicken Pizza Medium,NV,24,17,408
2022-06-29,3,Classic,Meat Lover's Pizza Small,NV,37,14,518
2022-06-29,3,Classic,Hawaiian Pizza Large,NV,39,19,741
2022-02-20,0,Classic,Pepperoni Pizza Extra Large,CA,102,23,2346
2022-01-28,5,Classic,Pepperoni Pizza Medium,CA,158,17,2686
2022-08-20,6,Specialty,Buffalo Chicken Pizza Extra Large,CA,8,23,184
2022-07-21,4,Specialty,BBQ Chicken Pizza Medium,CA,61,17,1037
2022-05-20,5,Specialty,Oxtail Pizza Small,CA,66,13,858
2022-01-19,3,Classic,Pepperoni Pizza Large,CA,120,20,2400
2022-01-14,5,Specialty,Oxtail Pizza Medium,CA,7,17,119
2022-02-21,1,Classic,Meat Lover's Pizza Large,CA,85,22,1870
2022-05-10,2,Classic,Hawaiian Pizza Large,NV,37,19,703
2022-04-03,0,Classic,Hawaiian Pizza Large,NV,35,19,665
2022-07-13,3,Vegetarian,Sicilian Pizza Extra Large,CA,24,23,552
2022-08-23,2,Classic,Margherita Pizza Extra Large,CA,71,21,1491
2022-11-13,0,Specialty,BBQ Chicken Pizza Extra Large,NV,16,23,368
2022-01-24,1,Classic,Meat Lover's Pizza Medium,CA,74,19,1406
2022-11-02,3,Specialty,BBQ Chicken Pizza Medium,CA,67,17,1139
2022-11-26,6,Vegetarian,Veggie Pizza Large,CA,37,19,703
2022-09-27,2,Specialty,Oxtail Pizza Large,NV,11,20,220
2022-08-20,6,Specialty,BBQ Chicken Pizza Small,CA,61,13,793
2022-04-30,6,Classic,Margherita Pizza Extra Large,CA,116,21,2436
2022-06-29,3,Classic,Pepperoni Pizza Large,CA,64,20,1280
2022-06-24,5,Vegetarian,Veggie Pizza Large,CA,11,19,209
2022-11-03,4,Classic,Meat Lover's Pizza Medium,CA,81,19,1539
2022-10-14,5,Classic,Meat Lover's Pizza Large,NV,31,22,682
2022-08-20,6,Specialty,Oxtail Pizza Small,CA,82,13,1066
2022-04-28,4,Specialty,Oxtail Pizza Small,CA,69,13,897
2022-01-28,5,Specialty,BBQ Chicken Pizza Large,CA,70,20,1400
2022-03-02,3,Classic,Pepperoni Pizza Large,CA,95,20,1900
2022-11-14,1,Classic,Meat Lover's Pizza Small,NV,47,14,658
2022-11-05,6,Classic,Margherita Pizza Medium,CA,102,15,1530
2022-03-26,6,Classic,Pepperoni Pizza Small,NV,43,13,559
2022-10-14,5,Specialty,BBQ Chicken Pizza Small,NV,14,13,182
2022-07-04,1,Specialty,BBQ Chicken Pizza Medium,CA,55,17,935
2022-04-02,6,Classic,Pepperoni Pizza Large,NV,42,20,840
2022-02-25,5,Classic,Margherita Pizza Large,NV,40,18,720
2022-06-25,6,Specialty,Oxtail Pizza Small,CA,74,13,962
2022-10-12,3,Classic,Hawaiian Pizza Extra Large,CA,91,22,2002
2022-08-19,5,Classic,Meat Lover's Pizza Extra Large,NV,31,25,775
2022-05-29,0,Specialty,Oxtail Pizza Small,NV,27,13,351
2022-08-15,1,Vegetarian,Sicilian Pizza Small,NV,10,13,130
2022-12-28,3,Specialty,BBQ Chicken Pizza Extra Large,CA,21,23,483
2022-12-02,5,Classic,Pepperoni Pizza Small,NV,39,13,507
2022-07-20,3,Classic,Pepperoni Pizza Extra Large,CA,90,23,2070
2022-12-24,6,Classic,Hawaiian Pizza Small,CA,94,12,1128
2022-01-20,4,Vegetarian,Sicilian Pizza Extra Large,CA,35,23,805
2022-03-28,1,Classic,Hawaiian Pizza Large,NV,31,19,589
2022-03-28,1,Specialty,BBQ Chicken Pizza Medium,NV,25,17,425
2022-06-04,6,Specialty,BBQ Chicken Pizza Extra Large,CA,27,23,621
2022-11-28,1,Classic,Margherita Pizza Small,NV,29,11,319
2022-04-04,1,Classic,Hawaiian Pizza Medium,CA,172,16,2752
2022-12-05,1,Classic,Hawaiian Pizza Extra Large,NV,37,22,814
2022-09-23,5,Classic,Meat Lover's Pizza Small,NV,59,14,826
2022-06-01,3,Specialty,BBQ Chicken Pizza Small,CA,10,13,130
2022-03-12,6,Classic,Hawaiian Pizza Small,CA,112,12,1344
2022-03-24,4,Classic,Hawaiian Pizza Medium,NV,59,16,944
2022-03-25,5,Specialty,BBQ Chicken Pizza Medium,NV,23,17,391
2022-03-18,5,Classic,Meat Lover's Pizza Medium,NV,38,19,722
2022-04-26,2,Specialty,Oxtail Pizza Small,NV,24,13,312
2022-10-21,5,Classic,Margherita Pizza Medium,NV,32,15,480
2022-05-31,2,Specialty,BBQ Chicken Pizza Medium,NV,19,17,323
2022-05-31,2,Classic,Pepperoni Pizza Large,NV,27,20,540
2022-03-30,3,Specialty,BBQ Chicken Pizza Medium,NV,26,17,442
2022-06-18,6,Classic,Hawaiian Pizza Large,NV,53,19,1007
2022-12-21,3,Specialty,BBQ Chicken Pizza Extra Large,NV,8,23,184
2022-05-03,2,Classic,Pepperoni Pizza Extra Large,NV,32,23,736
2022-12-24,6,Classic,Margherita Pizza Medium,NV,38,15,570
2022-12-16,5,Classic,Pepperoni Pizza Small,CA,84,13,1092
2022-01-24,1,Specialty,BBQ Chicken Pizza Large,NV,19,20,380
2022-12-13,2,Specialty,BBQ Chicken Pizza Extra Large,CA,25,23,575
2022-12-08,4,Classic,Pepperoni Pizza Extra Large,CA,70,23,1610
2022-05-04,3,Specialty,BBQ Chicken Pizza Medium,CA,49,17,833
2022-11-13,0,Specialty,BBQ Chicken Pizza Small,CA,60,13,780
2022-06-04,6,Classic,Meat Lover's Pizza Extra Large,NV,53,25,1325
2022-04-03,0,Classic,Margherita Pizza Medium,NV,35,15,525
2022-04-24,0,Classic,Hawaiian Pizza Extra Large,CA,168,22,3696
2022-07-05,2,Vegetarian,Sicilian Pizza Extra Large,CA,21,23,483
2022-03-26,6,Vegetarian,Sicilian Pizza Medium,CA,8,17,136
2022-06-11,6,Specialty,Oxtail Pizza Small,NV,27,13,351
2022-03-24,4,Classic,Margherita Pizza Extra Large,NV,25,21,525
2022-06-24,5,Classic,Hawaiian Pizza Medium,CA,213,16,3408
2022-10-12,3,Classic,Margherita Pizza Medium,CA,66,15,990
2022-09-07,3,Classic,Meat Lover's Pizza Medium,NV,27,19,513
2022-04-16,6,Classic,Pepperoni Pizza Extra Large,NV,36,23,828
2022-04-16,6,Specialty,BBQ Chicken Pizza Medium,NV,27,17,459
2022-09-24,6,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-02-17,4,Specialty,Oxtail Pizza Large,CA,11,20,220
2022-01-06,4,Specialty,BBQ Chicken Pizza Medium,NV,33,17,561
2022-03-01,2,Specialty,Oxtail Pizza Large,NV,4,20,80
2022-10-05,3,Classic,Margherita Pizza Large,NV,19,18,342
2022-10-02,0,Classic,Meat Lover's Pizza Large,NV,40,22,880
2022-12-15,4,Classic,Margherita Pizza Medium,CA,72,15,1080
2022-04-29,5,Specialty,Oxtail Pizza Large,CA,31,20,620
2022-04-03,0,Classic,Pepperoni Pizza Large,CA,97,20,1940
2022-12-17,6,Classic,Meat Lover's Pizza Large,CA,105,22,2310
2022-12-21,3,Classic,Meat Lover's Pizza Extra Large,NV,68,25,1700
2022-12-03,6,Classic,Hawaiian Pizza Extra Large,CA,138,22,3036
2022-06-18,6,Classic,Pepperoni Pizza Medium,NV,87,17,1479
2022-01-18,2,Classic,Margherita Pizza Large,NV,31,18,558
2022-01-28,5,Vegetarian,Sicilian Pizza Large,CA,11,20,220
2022-03-26,6,Vegetarian,Sicilian Pizza Extra Large,NV,10,23,230
2022-04-03,0,Classic,Meat Lover's Pizza Small,NV,32,14,448
2022-05-29,0,Specialty,Buffalo Chicken Pizza Large,NV,10,20,200
2022-07-18,1,Classic,Pepperoni Pizza Small,CA,89,13,1157
2022-05-05,4,Classic,Pepperoni Pizza Extra Large,NV,17,23,391
2022-03-16,3,Vegetarian,Sicilian Pizza Small,NV,9,13,117
2022-06-25,6,Specialty,BBQ Chicken Pizza Medium,NV,25,17,425
2022-09-01,4,Classic,Pepperoni Pizza Extra Large,NV,33,23,759
2022-12-19,1,Classic,Hawaiian Pizza Small,CA,72,12,864
2022-12-19,1,Classic,Pepperoni Pizza Large,CA,69,20,1380
2022-05-19,4,Specialty,Oxtail Pizza Small,CA,48,13,624
2022-01-03,1,Classic,Margherita Pizza Medium,CA,62,15,930
2022-04-29,5,Classic,Meat Lover's Pizza Medium,NV,42,19,798
2022-07-29,5,Classic,Hawaiian Pizza Large,CA,162,19,3078
2022-03-14,1,Classic,Pepperoni Pizza Extra Large,CA,86,23,1978
2022-01-31,1,Classic,Meat Lover's Pizza Small,CA,103,14,1442
2022-01-25,2,Specialty,BBQ Chicken Pizza Medium,NV,11,17,187
2022-01-03,1,Classic,Pepperoni Pizza Small,CA,66,13,858
2022-05-25,3,Classic,Pepperoni Pizza Medium,NV,56,17,952
2022-08-11,4,Classic,Pepperoni Pizza Extra Large,NV,35,23,805
2022-08-06,6,Specialty,Oxtail Pizza Small,CA,67,13,871
2022-01-12,3,Specialty,Buffalo Chicken Pizza Extra Large,CA,7,23,161
2022-11-07,1,Classic,Hawaiian Pizza Large,CA,99,19,1881
2022-12-19,1,Classic,Pepperoni Pizza Extra Large,CA,72,23,1656
2022-11-03,4,Vegetarian,Sicilian Pizza Small,NV,18,13,234
2022-01-20,4,Classic,Pepperoni Pizza Small,CA,79,13,1027
2022-02-13,0,Vegetarian,Sicilian Pizza Extra Large,CA,44,23,1012
2022-09-24,6,Classic,Pepperoni Pizza Medium,NV,78,17,1326
2022-10-11,2,Classic,Hawaiian Pizza Extra Large,CA,95,22,2090
2022-06-17,5,Specialty,Oxtail Pizza Large,CA,50,20,1000
2022-03-28,1,Classic,Margherita Pizza Medium,NV,21,15,315
2022-02-14,1,Classic,Hawaiian Pizza Extra Large,NV,56,22,1232
2022-03-30,3,Vegetarian,Sicilian Pizza Medium,NV,4,17,68
2022-09-11,0,Classic,Pepperoni Pizza Extra Large,NV,40,23,920
2022-11-22,2,Classic,Margherita Pizza Large,NV,30,18,540
2022-04-04,1,Classic,Margherita Pizza Small,NV,39,11,429
2022-04-04,1,Vegetarian,Sicilian Pizza Small,NV,7,13,91
2022-12-30,5,Classic,Pepperoni Pizza Small,CA,98,13,1274
2022-10-31,1,Classic,Margherita Pizza Small,NV,39,11,429
2022-03-27,0,Specialty,Oxtail Pizza Small,NV,36,13,468
2022-01-11,2,Specialty,Buffalo Chicken Pizza Large,CA,55,20,1100
2022-05-15,0,Classic,Meat Lover's Pizza Extra Large,NV,61,25,1525
2022-05-15,0,Specialty,Oxtail Pizza Small,NV,22,13,286
2022-07-09,6,Classic,Hawaiian Pizza Extra Large,NV,66,22,1452
2022-09-22,4,Specialty,BBQ Chicken Pizza Extra Large,CA,20,23,460
2022-06-20,1,Classic,Pepperoni Pizza Large,CA,86,20,1720
2022-04-13,3,Classic,Margherita Pizza Extra Large,NV,27,21,567
2022-12-13,2,Classic,Meat Lover's Pizza Small,NV,51,14,714
2022-09-12,1,Classic,Pepperoni Pizza Medium,NV,51,17,867
2022-09-12,1,Classic,Hawaiian Pizza Medium,NV,49,16,784
2022-07-25,1,Classic,Margherita Pizza Large,CA,83,18,1494
2022-08-20,6,Classic,Pepperoni Pizza Extra Large,CA,105,23,2415
2022-02-06,0,Vegetarian,Sicilian Pizza Small,CA,35,13,455
2022-09-28,3,Specialty,BBQ Chicken Pizza Medium,CA,64,17,1088
2022-07-05,2,Classic,Pepperoni Pizza Extra Large,CA,77,23,1771
2022-04-29,5,Specialty,Oxtail Pizza Small,CA,81,13,1053
2022-09-21,3,Classic,Margherita Pizza Small,NV,26,11,286
2022-04-04,1,Classic,Meat Lover's Pizza Small,CA,121,14,1694
2022-07-04,1,Classic,Margherita Pizza Large,NV,27,18,486
2022-06-03,5,Specialty,BBQ Chicken Pizza Extra Large,CA,26,23,598
2022-08-19,5,Classic,Pepperoni Pizza Extra Large,NV,34,23,782
2022-05-10,2,Classic,Meat Lover's Pizza Medium,CA,73,19,1387
2022-06-27,1,Classic,Pepperoni Pizza Medium,NV,53,17,901
2022-12-11,0,Classic,Margherita Pizza Extra Large,CA,72,21,1512
2022-05-15,0,Classic,Pepperoni Pizza Extra Large,NV,33,23,759
2022-02-22,2,Classic,Margherita Pizza Large,NV,22,18,396
2022-06-20,1,Specialty,BBQ Chicken Pizza Large,CA,52,20,1040
2022-03-19,6,Specialty,BBQ Chicken Pizza Large,NV,34,20,680
2022-09-23,5,Vegetarian,Sicilian Pizza Small,CA,43,13,559
2022-10-11,2,Vegetarian,Veggie Pizza Large,NV,2,19,38
2022-09-28,3,Classic,Margherita Pizza Large,CA,80,18,1440
2022-05-13,5,Classic,Meat Lover's Pizza Small,NV,33,14,462
2022-02-03,4,Classic,Pepperoni Pizza Extra Large,CA,92,23,2116
2022-08-19,5,Specialty,Buffalo Chicken Pizza Large,NV,11,20,220
2022-02-06,0,Classic,Margherita Pizza Small,NV,63,11,693
2022-07-10,0,Classic,Meat Lover's Pizza Extra Large,NV,49,25,1225
2022-12-12,1,Vegetarian,Sicilian Pizza Small,CA,23,13,299
2022-07-07,4,Specialty,Buffalo Chicken Pizza Large,CA,19,20,380
2022-08-14,0,Specialty,Oxtail Pizza Small,CA,50,13,650
2022-07-25,1,Specialty,Oxtail Pizza Large,NV,18,20,360
2022-01-16,0,Specialty,BBQ Chicken Pizza Medium,NV,32,17,544
2022-06-19,0,Specialty,BBQ Chicken Pizza Large,CA,63,20,1260
2022-07-21,4,Classic,Hawaiian Pizza Large,NV,41,19,779
2022-07-21,4,Classic,Margherita Pizza Medium,NV,33,15,495
2022-11-10,4,Classic,Meat Lover's Pizza Medium,NV,16,19,304
2022-07-19,2,Specialty,Oxtail Pizza Large,CA,43,20,860
2022-06-30,4,Specialty,BBQ Chicken Pizza Medium,CA,60,17,1020
2022-07-25,1,Classic,Margherita Pizza Large,NV,36,18,648
2022-10-05,3,Specialty,BBQ Chicken Pizza Medium,NV,29,17,493
2022-05-21,6,Classic,Hawaiian Pizza Large,CA,147,19,2793
2022-02-02,3,Classic,Margherita Pizza Large,CA,71,18,1278
2022-01-20,4,Classic,Pepperoni Pizza Medium,NV,53,17,901
2022-05-22,0,Classic,Meat Lover's Pizza Large,NV,42,22,924
2022-12-08,4,Specialty,BBQ Chicken Pizza Large,CA,53,20,1060
2022-06-05,0,Classic,Pepperoni Pizza Small,NV,41,13,533
2022-05-02,1,Classic,Meat Lover's Pizza Large,CA,91,22,2002
2022-06-24,5,Specialty,Oxtail Pizza Large,CA,42,20,840
2022-12-19,1,Classic,Pepperoni Pizza Medium,NV,45,17,765
2022-06-01,3,Classic,Hawaiian Pizza Small,NV,28,12,336
2022-08-09,2,Specialty,Buffalo Chicken Pizza Large,CA,23,20,460
2022-06-10,5,Classic,Meat Lover's Pizza Large,CA,93,22,2046
2022-06-18,6,Classic,Pepperoni Pizza Extra Large,NV,49,23,1127
2022-08-13,6,Specialty,BBQ Chicken Pizza Medium,NV,31,17,527
2022-05-14,6,Classic,Meat Lover's Pizza Small,CA,151,14,2114
2022-12-05,1,Specialty,Oxtail Pizza Large,CA,60,20,1200
2022-01-30,0,Vegetarian,Veggie Pizza Large,CA,14,19,266
2022-06-27,1,Classic,Meat Lover's Pizza Medium,CA,96,19,1824
2022-09-21,3,Classic,Pepperoni Pizza Extra Large,NV,29,23,667
2022-07-21,4,Specialty,BBQ Chicken Pizza Small,CA,48,13,624
2022-12-16,5,Classic,Hawaiian Pizza Medium,NV,60,16,960
2022-08-09,2,Classic,Hawaiian Pizza Medium,CA,183,16,2928
2022-12-24,6,Classic,Pepperoni Pizza Large,CA,99,20,1980
2022-04-14,4,Specialty,BBQ Chicken Pizza Large,CA,43,20,860
2022-01-01,6,Classic,Meat Lover's Pizza Small,CA,96,14,1344
2022-04-11,1,Classic,Hawaiian Pizza Extra Large,NV,38,22,836
2022-05-26,4,Classic,Meat Lover's Pizza Extra Large,NV,55,25,1375
2022-09-10,6,Classic,Margherita Pizza Large,NV,49,18,882
2022-10-31,1,Vegetarian,Sicilian Pizza Small,CA,32,13,416
2022-05-25,3,Classic,Hawaiian Pizza Medium,NV,54,16,864
2022-12-23,5,Classic,Hawaiian Pizza Small,NV,29,12,348
2022-11-09,3,Classic,Meat Lover's Pizza Large,NV,30,22,660
2022-03-01,2,Specialty,Oxtail Pizza Small,NV,31,13,403
2022-07-04,1,Specialty,BBQ Chicken Pizza Large,NV,15,20,300
2022-10-11,2,Specialty,BBQ Chicken Pizza Large,CA,57,20,1140
2022-02-03,4,Specialty,Buffalo Chicken Pizza Extra Large,CA,16,23,368
2022-12-22,4,Specialty,BBQ Chicken Pizza Large,NV,28,20,560
2022-08-14,0,Classic,Pepperoni Pizza Extra Large,CA,103,23,2369
2022-01-26,3,Vegetarian,Sicilian Pizza Extra Large,NV,13,23,299
2022-04-28,4,Classic,Hawaiian Pizza Large,NV,31,19,589
2022-11-08,2,Classic,Hawaiian Pizza Small,CA,79,12,948
2022-12-11,0,Classic,Meat Lover's Pizza Medium,NV,41,19,779
2022-12-11,0,Specialty,BBQ Chicken Pizza Large,NV,29,20,580
2022-11-07,1,Classic,Margherita Pizza Extra Large,CA,80,21,1680
2022-12-09,5,Classic,Hawaiian Pizza Extra Large,CA,95,22,2090
2022-06-29,3,Classic,Meat Lover's Pizza Large,CA,91,22,2002
2022-06-13,1,Classic,Meat Lover's Pizza Small,NV,35,14,490
2022-07-27,3,Classic,Hawaiian Pizza Small,NV,32,12,384
2022-07-27,3,Classic,Margherita Pizza Medium,NV,38,15,570
2022-01-21,5,Classic,Margherita Pizza Medium,CA,75,15,1125
2022-12-25,0,Specialty,BBQ Chicken Pizza Large,NV,31,20,620
2022-11-29,2,Classic,Margherita Pizza Medium,CA,58,15,870
2022-04-22,5,Specialty,BBQ Chicken Pizza Large,CA,39,20,780
2022-12-22,4,Specialty,BBQ Chicken Pizza Small,NV,26,13,338
2022-11-27,0,Classic,Hawaiian Pizza Extra Large,CA,107,22,2354
2022-11-11,5,Specialty,BBQ Chicken Pizza Large,CA,53,20,1060
2022-02-14,1,Classic,Margherita Pizza Large,CA,104,18,1872
2022-03-14,1,Classic,Meat Lover's Pizza Medium,CA,78,19,1482
2022-10-05,3,Vegetarian,Sicilian Pizza Small,NV,18,13,234
2022-02-09,3,Vegetarian,Sicilian Pizza Large,NV,3,20,60
2022-03-19,6,Classic,Margherita Pizza Small,NV,58,11,638
2022-01-20,4,Specialty,BBQ Chicken Pizza Large,NV,17,20,340
2022-12-08,4,Classic,Meat Lover's Pizza Small,CA,142,14,1988
2022-12-28,3,Classic,Meat Lover's Pizza Extra Large,NV,64,25,1600
2022-06-09,4,Classic,Hawaiian Pizza Large,CA,84,19,1596
2022-06-19,0,Vegetarian,Sicilian Pizza Extra Large,CA,21,23,483
2022-05-05,4,Classic,Margherita Pizza Medium,CA,68,15,1020
2022-05-03,2,Classic,Meat Lover's Pizza Large,CA,102,22,2244
2022-01-21,5,Classic,Margherita Pizza Medium,NV,34,15,510
2022-10-08,6,Classic,Hawaiian Pizza Small,NV,34,12,408
2022-09-25,0,Classic,Margherita Pizza Large,CA,108,18,1944
2022-07-30,6,Specialty,BBQ Chicken Pizza Large,CA,65,20,1300
2022-02-03,4,Classic,Margherita Pizza Medium,CA,69,15,1035
2022-09-17,6,Classic,Meat Lover's Pizza Large,CA,114,22,2508
2022-04-05,2,Specialty,Buffalo Chicken Pizza Large,NV,13,20,260
2022-10-31,1,Classic,Hawaiian Pizza Extra Large,CA,93,22,2046
2022-12-24,6,Specialty,Buffalo Chicken Pizza Extra Large,NV,26,23,598
2022-07-26,2,Classic,Meat Lover's Pizza Small,NV,35,14,490
2022-02-25,5,Specialty,BBQ Chicken Pizza Medium,CA,63,17,1071
2022-08-20,6,Specialty,BBQ Chicken Pizza Large,NV,22,20,440
2022-09-05,1,Classic,Margherita Pizza Extra Large,CA,85,21,1785
2022-02-02,3,Specialty,BBQ Chicken Pizza Small,CA,7,13,91
2022-07-21,4,Classic,Hawaiian Pizza Small,CA,65,12,780
2022-11-28,1,Classic,Meat Lover's Pizza Large,CA,62,22,1364
2022-06-28,2,Classic,Margherita Pizza Medium,CA,86,15,1290
2022-04-14,4,Classic,Margherita Pizza Extra Large,CA,87,21,1827
2022-12-14,3,Classic,Margherita Pizza Extra Large,NV,24,21,504
2022-09-29,4,Specialty,BBQ Chicken Pizza Large,CA,39,20,780
2022-10-11,2,Specialty,BBQ Chicken Pizza Extra Large,CA,28,23,644
2022-12-07,3,Classic,Margherita Pizza Extra Large,NV,19,21,399
2022-04-05,2,Specialty,BBQ Chicken Pizza Large,NV,19,20,380
2022-10-12,3,Specialty,BBQ Chicken Pizza Small,CA,27,13,351
2022-11-02,3,Classic,Pepperoni Pizza Large,NV,20,20,400
2022-05-03,2,Specialty,BBQ Chicken Pizza Medium,NV,12,17,204
2022-09-07,3,Classic,Pepperoni Pizza Small,CA,74,13,962
2022-05-26,4,Classic,Margherita Pizza Medium,CA,77,15,1155
2022-07-04,1,Classic,Meat Lover's Pizza Small,CA,118,14,1652
2022-06-04,6,Specialty,Buffalo Chicken Pizza Large,CA,52,20,1040
2022-08-21,0,Classic,Meat Lover's Pizza Medium,CA,107,19,2033
2022-10-15,6,Specialty,BBQ Chicken Pizza Small,CA,59,13,767
2022-01-17,1,Specialty,BBQ Chicken Pizza Large,CA,36,20,720
2022-05-11,3,Specialty,BBQ Chicken Pizza Small,CA,12,13,156
2022-06-28,2,Classic,Margherita Pizza Extra Large,NV,30,21,630
2022-12-11,0,Classic,Margherita Pizza Small,CA,114,11,1254
2022-12-23,5,Specialty,BBQ Chicken Pizza Small,NV,27,13,351
2022-05-13,5,Classic,Hawaiian Pizza Medium,NV,67,16,1072
2022-06-19,0,Classic,Meat Lover's Pizza Medium,NV,34,19,646
2022-10-04,2,Specialty,BBQ Chicken Pizza Medium,CA,58,17,986
2022-04-08,5,Classic,Pepperoni Pizza Large,NV,39,20,780
2022-03-22,2,Classic,Hawaiian Pizza Small,NV,32,12,384
2022-12-09,5,Classic,Margherita Pizza Small,CA,105,11,1155
2022-04-27,3,Classic,Pepperoni Pizza Small,NV,29,13,377
2022-06-05,0,Classic,Meat Lover's Pizza Medium,NV,41,19,779
2022-08-12,5,Specialty,BBQ Chicken Pizza Medium,NV,29,17,493
2022-01-08,6,Vegetarian,Veggie Pizza Large,NV,19,19,361
2022-01-11,2,Specialty,Buffalo Chicken Pizza Large,NV,15,20,300
2022-09-02,5,Classic,Meat Lover's Pizza Small,NV,51,14,714
2022-05-25,3,Specialty,BBQ Chicken Pizza Large,CA,53,20,1060
2022-06-28,2,Classic,Pepperoni Pizza Medium,NV,68,17,1156
2022-02-17,4,Classic,Pepperoni Pizza Large,NV,34,20,680
2022-09-26,1,Classic,Meat Lover's Pizza Medium,NV,34,19,646
2022-12-31,6,Specialty,BBQ Chicken Pizza Medium,CA,65,17,1105
2022-03-18,5,Classic,Pepperoni Pizza Large,CA,93,20,1860
2022-03-28,1,Classic,Pepperoni Pizza Medium,NV,67,17,1139
2022-12-29,4,Specialty,BBQ Chicken Pizza Small,CA,60,13,780
2022-04-27,3,Classic,Margherita Pizza Small,NV,45,11,495
2022-01-26,3,Classic,Hawaiian Pizza Small,CA,80,12,960
2022-03-31,4,Specialty,BBQ Chicken Pizza Extra Large,CA,21,23,483
2022-01-10,1,Classic,Margherita Pizza Extra Large,CA,79,21,1659
2022-06-10,5,Specialty,Buffalo Chicken Pizza Large,CA,30,20,600
2022-06-19,0,Vegetarian,Sicilian Pizza Small,NV,8,13,104
2022-07-30,6,Classic,Pepperoni Pizza Extra Large,CA,120,23,2760
2022-08-12,5,Classic,Pepperoni Pizza Medium,NV,72,17,1224
2022-08-05,5,Specialty,BBQ Chicken Pizza Medium,NV,25,17,425
2022-01-18,2,Specialty,Oxtail Pizza Medium,NV,6,17,102
2022-10-28,5,Classic,Margherita Pizza Medium,CA,90,15,1350
2022-09-25,0,Classic,Hawaiian Pizza Extra Large,CA,85,22,1870
2022-04-19,2,Classic,Margherita Pizza Medium,CA,74,15,1110
2022-12-09,5,Classic,Meat Lover's Pizza Medium,NV,27,19,513
2022-12-09,5,Specialty,Buffalo Chicken Pizza Extra Large,NV,13,23,299
2022-09-24,6,Classic,Meat Lover's Pizza Medium,NV,41,19,779
2022-01-17,1,Vegetarian,Sicilian Pizza Small,CA,33,13,429
2022-03-22,2,Classic,Hawaiian Pizza Extra Large,NV,34,22,748
2022-09-07,3,Classic,Meat Lover's Pizza Medium,CA,81,19,1539
2022-10-01,6,Specialty,BBQ Chicken Pizza Extra Large,CA,26,23,598
2022-07-03,0,Classic,Pepperoni Pizza Extra Large,CA,106,23,2438
2022-12-12,1,Classic,Margherita Pizza Small,CA,92,11,1012
2022-08-23,2,Classic,Pepperoni Pizza Small,CA,55,13,715
2022-05-24,2,Classic,Meat Lover's Pizza Small,NV,40,14,560
2022-07-04,1,Specialty,BBQ Chicken Pizza Large,CA,36,20,720
2022-11-02,3,Classic,Meat Lover's Pizza Large,NV,20,22,440
2022-04-26,2,Classic,Pepperoni Pizza Large,NV,29,20,580
2022-07-30,6,Classic,Margherita Pizza Large,CA,123,18,2214
